NR_046018.2	DDX11L1
NM_001142573.1	IMPDH1
NM_001142574.1	IMPDH1
NM_001142575.1	IMPDH1
NM_000883.3	IMPDH1
NM_001142576.1	IMPDH1
NM_001102605.1	IMPDH1
NM_183243.2	IMPDH1
NM_001304521.1	IMPDH1
NM_001098786.1	HILPDA
NM_013332.3	HILPDA
NM_018396.2	METTL2B
NR_024368.1	LINC01000
NM_001128926.3	FAM71F2
NM_001012454.5	FAM71F2
NM_001290255.1	FAM71F2
NM_001290254.1	FAM71F2
NR_104243.1	FAM71F1
NM_001282789.1	FAM71F1
NM_001282788.1	FAM71F1
NM_032599.3	FAM71F1
NR_104242.1	FAM71F1
NR_074086.1	CALU
NM_001130674.2	CALU
NM_001199673.1	CALU
NM_001219.4	CALU
NM_001199672.1	CALU
NM_001199671.1	CALU
NM_001708.2	OPN1SW
NM_001201372.1	CCDC136
NM_022742.4	CCDC136
NM_001127487.1	FLNC
NM_001458.4	FLNC
NM_004231.3	ATP6V1F
NM_001198909.1	ATP6V1F
NM_001195150.2	LOC100130705
NM_001135914.1	KCP
NM_199349.2	KCP
NM_001347928.1	IRF5
NM_001242452.2	IRF5
NM_001098630.2	IRF5
NM_001098629.2	IRF5
NM_032643.4	IRF5
NM_001098627.3	IRF5
NR_034053.2	TNPO3
NM_012470.3	TNPO3
NM_001191028.2	TNPO3
NR_002187.3	TPI1P2
NR_002144.1	LOC407835
NM_178562.4	TSPAN33
NM_005631.4	SMO
NM_001130720.2	AHCYL2
NM_015328.3	AHCYL2
NM_001130723.2	AHCYL2
NM_001130722.2	AHCYL2
NM_001134336.1	STRIP2
NM_020704.2	STRIP2
NM_001195243.1	SMKR1
NM_005011.4	NRF1
NM_001293164.1	NRF1
NM_001293163.1	NRF1
NM_001040110.1	NRF1
NR_029614.1	MIR182
NR_029512.1	MIR96
NR_029615.1	MIR183
NM_001202498.1	UBE2H
NM_003344.3	UBE2H
NM_182697.2	UBE2H
NM_001282190.1	ZC3HC1
NM_016478.4	ZC3HC1
NM_001282191.1	ZC3HC1
NM_014997.3	KLHDC10
NM_001301163.1	TMEM209
NM_032842.3	TMEM209
NM_145268.3	SSMEM1
NM_001869.2	CPA2
NM_001163446.1	CPA4
NM_016352.3	CPA4
NM_001127441.1	CPA5
NM_001127442.1	CPA5
NM_001318223.1	CPA5
NM_080385.4	CPA5
NR_133928.1	LOC105375504
NM_001868.3	CPA1
NM_018718.2	CEP41
NM_001257158.1	CEP41
NR_046443.1	CEP41
NM_001257159.1	CEP41
NM_001257160.1	CEP41
NM_001253901.1	MEST
NM_177524.2	MEST
NM_001253902.1	MEST
NR_004382.1	MESTIT1
NM_177525.2	MEST
NM_001253900.1	MEST
NM_002402.3	MEST
NR_029899.1	MIR335
NM_012133.5	COPG2
NM_001290033.1	COPG2
NM_052933.3	TSGA13
NM_001304968.1	TSGA13
NM_138693.3	KLF14
NR_029503.1	MIR29A
NR_029517.1	MIR29B1
NR_110473.1	LINC-PINT
NR_034120.1	LINC-PINT
NR_110472.1	LINC-PINT
NR_109780.1	LINC00513
NR_109855.1	LINC-PINT
NR_024153.2	LINC-PINT
NR_109850.1	LINC-PINT
NR_109851.1	LINC-PINT
NR_109852.1	LINC-PINT
NR_015431.2	LINC-PINT
NR_109853.1	LINC-PINT
NR_109854.1	LINC-PINT
NM_001145354.1	MKLN1
NR_125364.1	MKLN1-AS
NM_013255.4	MKLN1
NM_001321316.1	MKLN1
NM_001018111.2	PODXL
NM_005397.3	PODXL
NR_110836.1	LOC101928782
NM_020911.1	PLXNA4
NR_134565.1	LOC101928807
NM_001105543.1	PLXNA4
NM_181775.3	PLXNA4
NR_046323.1	FLJ40288
NR_134332.1	LOC100506937
NR_133671.1	CHCHD3
NM_001317177.1	CHCHD3
NM_017812.3	CHCHD3
NM_001317178.1	CHCHD3
NR_037427.1	MIR3654
NR_133931.1	LOC105375512
NM_001037126.1	EXOC4
NM_021807.3	EXOC4
NR_106749.1	MIR6133
NR_120513.1	LOC101928861
NM_144648.2	LRGUK
NM_032826.4	SLC35B4
NR_144376.1	AKR1B1
NM_001628.3	AKR1B1
NM_001346142.1	AKR1B1
NM_020299.4	AKR1B10
NM_001080538.2	AKR1B15
NM_001724.4	BPGM
NM_199186.2	BPGM
NM_001293085.1	BPGM
NM_004342.6	CALD1
NM_033157.3	CALD1
NM_033138.3	CALD1
NM_033140.3	CALD1
NM_033139.3	CALD1
NM_001345850.1	AGBL3
NM_001345851.1	AGBL3
NR_144293.1	AGBL3
NM_001345852.1	AGBL3
NM_001345853.1	AGBL3
NM_178563.3	AGBL3
NM_001305630.1	C7orf49
NM_018295.4	TMEM140
NM_001243753.1	C7orf49
NM_001243755.1	C7orf49
NM_001243752.1	C7orf49
NM_001243749.1	C7orf49
NM_001243751.1	C7orf49
NM_001305629.1	C7orf49
NM_024033.3	C7orf49
NM_001243754.1	C7orf49
NM_014149.3	WDR91
NR_106764.1	MIR6509
NM_182489.1	STRA8
NM_001190850.1	CNOT4
NM_001190847.1	CNOT4
NM_001190849.1	CNOT4
NM_013316.3	CNOT4
NM_001190848.1	CNOT4
NM_001008225.2	CNOT4
NM_015135.2	NUP205
NM_001329434.1	NUP205
NM_001130929.1	C7orf73
NM_001318192.1	SLC13A4
NM_012450.3	SLC13A4
NM_205855.3	FAM180A
NM_001128619.2	LUZP6
NM_145808.3	MTPN
NM_001006627.1	CHRM2
NM_001006630.1	CHRM2
NM_001006631.1	CHRM2
NM_001006632.1	CHRM2
NM_000739.2	CHRM2
NM_001006626.1	CHRM2
NM_001006629.1	CHRM2
NM_001006628.1	CHRM2
NR_046103.1	LOC349160
NR_030165.1	MIR490
NM_001321386.2	PTN
NM_002825.6	PTN
NM_001321387.2	PTN
NM_001321709.1	DGKI
NM_001321710.1	DGKI
NM_004717.3	DGKI
NM_001321708.1	DGKI
NM_001318246.1	CREB3L2
NM_194071.3	CREB3L2
NM_001253775.1	CREB3L2
NM_001243523.1	LOC100130880
NM_001190906.1	AKR1D1
NM_001190907.1	AKR1D1
NM_005989.3	AKR1D1
NR_039678.1	MIR4468
NM_003852.3	TRIM24
NM_015905.2	TRIM24
NM_001331192.1	SVOPL
NM_174959.3	SVOPL
NM_001139456.1	SVOPL
NM_130841.2	ATP6V0A4
NM_020632.2	ATP6V0A4
NM_130840.2	ATP6V0A4
NM_001085429.1	TMEM213
NM_001164665.1	KIAA1549
NM_020910.2	KIAA1549
NM_080660.3	ZC3HAV1L
NM_020119.3	ZC3HAV1
NM_024625.3	ZC3HAV1
NM_001321742.1	TTC26
NM_001287513.1	TTC26
NM_001144923.2	TTC26
NM_001287512.1	TTC26
NM_001321741.1	TTC26
NM_001144920.2	TTC26
NM_024926.3	TTC26
NM_001321740.1	TTC26
NM_001318333.1	TTC26
NM_173569.3	UBN2
NM_001244585.1	LUC7L2
NR_073060.1	FMC1
NR_073059.1	FMC1
NR_073058.1	FMC1
NM_001244584.2	C7orf55-LUC7L2
NM_197964.4	FMC1
NM_016019.4	LUC7L2
NM_001270643.1	LUC7L2
NR_033999.1	LOC100129148
NM_198508.2	KLRG2
NM_001080511.2	CLEC2L
NM_022740.4	HIPK2
NM_001113239.2	HIPK2
NM_001166254.1	TBXAS1
NM_001130966.2	TBXAS1
NM_030984.3	TBXAS1
NM_001061.4	TBXAS1
NM_001166253.1	TBXAS1
NM_001314028.1	TBXAS1
NM_022750.3	PARP12
NR_130117.1	PARP12
NM_030647.1	KDM7A
NR_024451.1	JHDM1D-AS1
NM_207113.2	SLC37A3
NM_001287498.1	SLC37A3
NM_032295.3	SLC37A3
NM_001008749.2	RAB19
NM_013446.3	MKRN1
NR_117084.1	MKRN1
NM_001291663.1	MKRN1
NM_001145125.1	MKRN1
NR_134477.1	DENND2A
NM_015689.4	DENND2A
NM_001318052.1	DENND2A
NM_001318053.1	DENND2A
NM_052853.3	ADCK2
NR_024454.1	NDUFB2-AS1
NM_004546.2	NDUFB2
NM_004333.4	BRAF
NM_016071.3	MRPS33
NM_053035.2	MRPS33
NM_001195278.1	TMEM178B
NM_018238.3	AGK
NM_001080392.1	KIAA1147
NR_015392.1	WEE2-AS1
NM_001105558.1	WEE2
NM_003143.2	SSBP1
NR_046269.1	SSBP1
NM_001256513.1	SSBP1
NM_001256512.1	SSBP1
NM_001256511.1	SSBP1
NM_001256510.1	SSBP1
NM_016943.2	TAS2R3
NM_016944.1	TAS2R4
NM_018980.2	TAS2R5
NM_001008270.2	PRSS37
NM_001171951.1	PRSS37
NM_001001656.1	OR9A4
NM_013252.2	CLEC5A
NM_001301167.1	CLEC5A
NM_176817.4	TAS2R38
NM_004668.2	MGAM
NM_001293626.1	MGAM2
NR_024346.3	MOXD2P
NM_001001317.4	PRSS58
NR_036483.2	TRY2P
NM_001190487.2	MTRNR2L6
NM_002769.4	PRSS1
NM_001280794.2	EPHB6
NR_104001.2	EPHB6
NM_001280795.2	EPHB6
NM_004445.5	EPHB6
NM_018646.5	TRPV6
NM_019841.6	TRPV5
NM_178829.4	C7orf34
NM_000420.2	KEL
NM_001001658.1	OR9A2
NM_001001667.1	OR6V1
NR_002140.1	OR6W1P
NM_002652.2	PIP
NM_176881.2	TAS2R39
NM_176882.1	TAS2R40
NR_133932.1	LOC105375545
NM_001143681.1	GSTK1
NM_001143680.1	GSTK1
NM_015917.2	GSTK1
NM_001143679.1	GSTK1
NR_104251.1	TMEM139
NM_153345.3	TMEM139
NR_104252.1	TMEM139
NM_001242773.2	TMEM139
NR_104250.1	TMEM139
NM_001282877.1	TMEM139
NR_104253.1	TMEM139
NR_104254.1	TMEM139
NM_001242775.2	TMEM139
NM_001242774.2	TMEM139
NR_040003.2	TMEM139
NM_001282876.1	TMEM139
NM_032983.3	CASP2
NM_032982.3	CASP2
NM_001224.4	CASP2
NM_000083.2	CLCN1
NR_046453.1	CLCN1
NM_014690.4	FAM131B
NM_001031690.2	FAM131B
NM_001278297.1	FAM131B
NM_001322263.2	LOC100507507
NM_001010972.1	ZYX
NM_003461.4	ZYX
NR_106952.1	MIR6892
NM_005232.4	EPHA1
NR_033897.1	EPHA1-AS1
NM_177437.1	TAS2R60
NM_176883.2	TAS2R41
NM_001008747.2	CTAGE15
NM_001130025.1	TCAF2
NM_173678.2	TCAF2
NM_001130026.2	TCAF2
NM_178561.4	CTAGE6
NR_110549.1	TCAF2P1
NR_015421.1	LOC154761
NM_001206941.1	TCAF1
NM_014719.2	TCAF1
NM_001206938.1	TCAF1
NM_001004685.1	OR2F2
NM_012369.2	OR2F1
NM_001005281.1	OR6B1
NM_012365.1	OR2A5
NM_001004488.1	OR2A25
NM_001004135.1	OR2A12
NM_001005480.2	OR2A2
NM_001001659.1	OR2A14
NM_198495.2	CTAGE4
NM_001003702.2	ARHGEF35
NR_126022.1	LOC101928605
NM_001001802.2	OR2A42
NR_126023.1	OR2A1-AS1
NR_002158.1	OR2A20P
NM_001005328.1	OR2A7
NR_033942.1	ARHGEF34P
NM_001278507.1	CTAGE8
NR_002157.1	OR2A9P
NM_001005287.1	OR2A1
NM_005435.3	ARHGEF5
NM_001080413.3	NOBOX
NM_022445.3	TPK1
NM_001042482.1	TPK1
NM_014141.5	CNTNAP2
NR_110829.1	LOC101928700
NR_031645.1	MIR548F4
NR_133930.1	LOC105375556
NR_133929.1	LOC105375556
NM_145304.3	C7orf33
NM_003592.2	CUL1
NM_001203249.1	EZH2
NM_004456.4	EZH2
NM_001203247.1	EZH2
NM_152998.2	EZH2
NM_001203248.1	EZH2
NR_001571.2	RNY5
NR_004393.1	RNY4
NR_004392.1	RNY3
NR_004391.1	RNY1
NR_130107.1	GHET1
NM_004911.4	PDIA4
NM_152411.3	ZNF786
NM_001001661.2	ZNF425
NM_020781.3	ZNF398
NM_170686.2	ZNF398
NM_001303481.1	ZNF282
NM_003575.3	ZNF282
NM_012256.3	ZNF212
NM_001195220.1	ZNF783
NR_144366.1	ZNF783
NR_144367.1	ZNF783
NR_036573.1	LOC155060
NM_015694.2	ZNF777
NM_001163474.1	ZNF746
NM_152557.4	ZNF746
NR_027789.1	ZNF767P
NR_027788.1	ZNF767P
NM_001290187.1	KRBA1
NM_032534.3	KRBA1
NM_207336.2	ZNF467
NM_001329856.1	ZNF467
NM_198455.2	SSPO
NM_001099220.2	ZNF862
NR_027040.1	ATP6V0E2-AS1
NM_001100592.2	ATP6V0E2
NM_001289990.1	ATP6V0E2
NM_145230.3	ATP6V0E2
NR_110612.1	ATP6V0E2
NM_001164459.1	ACTR3C
NM_001164458.1	ACTR3C
NM_023942.2	LRRC61
NM_001142928.1	LRRC61
NM_138434.2	ZBED6CL
NM_002889.3	RARRES2
NM_001099696.2	REPIN1
NM_001099695.1	REPIN1
NM_013400.3	REPIN1
NM_014374.3	REPIN1
NM_173680.3	ZNF775
NR_027237.1	LOC728743
NR_034033.1	LINC00996
NM_175571.3	GIMAP8
NM_153236.3	GIMAP7
NM_018326.2	GIMAP4
NM_001244072.1	GIMAP6
NM_024711.5	GIMAP6
NM_001244071.1	GIMAP6
NM_015660.2	GIMAP2
NM_130759.3	GIMAP1
NM_001303630.1	GIMAP1-GIMAP5
NM_001199577.1	GIMAP1-GIMAP5
NM_018384.4	GIMAP5
NM_001101311.1	TMEM176B
NM_001101312.1	TMEM176B
NM_001101314.1	TMEM176B
NM_014020.3	TMEM176B
NM_018487.2	TMEM176A
NM_001091.3	AOC1
NM_001272072.1	AOC1
NM_172057.2	KCNH2
NM_000238.3	KCNH2
NM_001204798.1	KCNH2
NM_172056.2	KCNH2
NM_000603.4	NOS3
NM_001160109.1	NOS3
NM_001160110.1	NOS3
NM_001160111.1	NOS3
NR_133652.1	ATG9B
NR_073169.1	ATG9B
NM_001317056.1	ATG9B
NM_001282293.1	ABCB8
NM_001282292.1	ABCB8
NM_007188.4	ABCB8
NM_001282291.1	ABCB8
NR_046401.1	ASIC3
NM_020322.3	ASIC3
NM_004769.3	ASIC3
NM_020321.3	ASIC3
NM_004935.3	CDK5
NM_001164410.2	CDK5
NM_001199692.2	SLC4A2
NM_003040.3	SLC4A2
NM_001199693.1	SLC4A2
NM_001199694.2	SLC4A2
NM_006712.4	FASTK
NM_001258461.1	FASTK
NM_033015.3	FASTK
NM_031434.3	TMUB1
NM_001136044.1	TMUB1
NM_001281300.1	AGAP3
NM_001308304.1	AGAP3
NM_001042535.3	AGAP3
NM_031946.6	AGAP3
NM_001308305.1	AGAP3
NM_001098834.2	GBX1
NM_001142459.1	ASB10
NM_001142460.1	ASB10
NM_080871.3	ASB10
NM_001304419.1	IQCA1L
NM_005692.4	ABCF2
NM_007189.2	ABCF2
NM_001284295.1	CHPF2
NM_019015.2	CHPF2
NR_030407.1	MIR671
NM_001003801.1	SMARCD3
NM_001003802.1	SMARCD3
NM_003078.3	SMARCD3
NM_016118.4	NUB1
NM_001243351.1	NUB1
NM_001284260.1	WDR86
NM_198285.2	WDR86
NM_001284262.1	WDR86
NM_001284261.1	WDR86
NR_034013.2	WDR86-AS1
NR_034012.2	WDR86-AS1
NR_109857.1	WDR86-AS1
NM_001308292.1	CRYGN
NM_144727.2	CRYGN
NR_131779.1	CRYGN
NR_037468.1	MIR3907
NM_005614.3	RHEB
NM_024429.1	PRKAG2
NM_001304531.1	PRKAG2
NM_001304527.1	PRKAG2
NM_001040633.1	PRKAG2
NM_016203.3	PRKAG2
NR_038926.1	PRKAG2-AS1
NM_145292.3	GALNTL5
NR_033169.1	GALNTL5
NM_001304514.1	GALNT11
NM_022087.3	GALNT11
NM_170606.2	KMT2C
NR_002935.1	FABP5P3
NR_027387.1	LINC01003
NM_005431.1	XRCC2
NR_073000.1	ACTR3B
NR_073001.1	ACTR3B
NM_001040135.2	ACTR3B
NM_020445.5	ACTR3B
NR_125776.1	LINC01287
NM_001039350.2	DPP6
NM_001290253.1	DPP6
NM_130797.3	DPP6
NR_136254.1	LOC101929998
NM_001290252.1	DPP6
NM_001936.4	DPP6
NR_024477.1	PAXIP1-AS2
NR_024476.1	PAXIP1-AS2
NM_007349.3	PAXIP1
NR_028090.1	PAXIP1-AS1
NR_038945.1	HTR5A-AS1
NM_024012.3	HTR5A
NM_198336.3	INSIG1
NM_198337.3	INSIG1
NM_005542.5	INSIG1
NM_001346590.1	INSIG1
NM_001346594.1	INSIG1
NM_001346593.1	INSIG1
NM_001346592.1	INSIG1
NM_001346591.1	INSIG1
NR_103545.1	BLACE
NM_001427.3	EN2
NM_001103176.1	CNPY1
NR_126344.1	LOC100506302
NM_053043.2	RBM33
NR_132318.1	SHH
NR_132319.1	SHH
NM_001310462.1	SHH
NM_000193.3	SHH
NR_144629.1	LOC389602
NM_001291913.2	LOC389602
NR_038232.1	LOC285889
NR_103858.1	LINC01006
NR_024119.1	LINC00244
NR_026865.1	C7orf13
NM_030936.3	RNF32
NM_001308273.1	RNF32
NM_001184996.1	RNF32
NM_001184997.1	RNF32
NM_001308274.1	RNF32
NR_131778.1	RNF32
NM_022458.3	LMBR1
NM_138400.1	NOM1
NM_001165255.1	MNX1
NM_005515.3	MNX1
NR_038835.1	MNX1-AS1
NM_014671.2	UBE3C
NM_005494.2	DNAJB6
NM_058246.3	DNAJB6
NR_110157.1	LOC101927914
NM_001308268.1	PTPRN2
NM_002847.4	PTPRN2
NM_130843.3	PTPRN2
NM_001308267.1	PTPRN2
NM_130842.3	PTPRN2
NR_029689.1	MIR153-2
NR_038966.1	LOC100506585
NR_030325.1	MIR595
NR_132379.1	LINC01022
NR_049893.1	MIR5707
NR_104054.1	NCAPG2
NM_001281932.1	NCAPG2
NM_017760.6	NCAPG2
NM_001281933.1	NCAPG2
NM_020728.2	ESYT2
NM_018051.4	WDR60
NR_024394.1	LINC00689
NM_001308259.1	VIPR2
NR_130758.1	VIPR2
NM_003382.4	VIPR2
NM_001304522.1	VIPR2
NM_001347682.1	LOC389831
NM_001242480.2	LOC389831
NM_001347680.1	LOC389831
NM_001347681.1	LOC389831
NR_144628.1	LOC389831
NM_001005504.1	OR4F21
NR_003572.2	RPL23AP53
NM_001287256.1	ZNF596
NM_001287255.1	ZNF596
NM_001287399.1	ZNF596
NM_173539.3	ZNF596
NM_001042416.2	ZNF596
NM_001042415.2	ZNF596
NM_001287254.1	ZNF596
NR_103537.1	FAM87A
NM_012173.3	FBXO25
NM_183420.1	FBXO25
NM_183421.1	FBXO25
NM_001256113.1	TDRP
NM_175075.4	TDRP
NM_001303100.1	ERICH1
NM_207332.2	ERICH1
NR_073397.1	ERICH1-AS1
NM_001346810.1	DLGAP2
NR_134292.1	LOC401442
NR_111948.1	LOC286083
NM_001277161.1	DLGAP2
NM_004745.4	DLGAP2
NR_103863.1	DLGAP2-AS1
NR_134302.1	LOC101927752
NR_134303.1	LOC101927752
NM_018941.3	CLN8
NR_037445.1	MIR3674
NR_030326.1	MIR596
NM_014629.3	ARHGEF10
NM_001308152.1	ARHGEF10
NM_001308153.1	ARHGEF10
NR_136274.1	LOC101928058
NR_136275.1	LOC101928058
NR_126346.1	KBTBD11-OT1
NM_014867.2	KBTBD11
NM_003970.3	MYOM2
NR_106983.1	MIR7160
NR_125425.1	LOC101927815
NR_125423.1	LOC101927815
NR_125426.1	LOC101927815
NM_033225.5	CSMD1
NR_040040.1	LOC100287015
NM_001322043.1	MCPH1
NR_136159.1	MCPH1
NM_001172575.1	MCPH1
NM_001172574.1	MCPH1
NM_024596.4	MCPH1
NM_001322042.1	MCPH1
NM_001322045.1	MCPH1
NM_001147.2	ANGPT2
NM_001118887.1	ANGPT2
NM_001118888.1	ANGPT2
NR_125386.1	MCPH1-AS1
NR_107022.1	MIR8055
NM_018361.3	AGPAT5
NR_039803.1	MIR4659A
NR_039807.1	MIR4659B
NM_001289973.1	XKR5
NM_207411.4	XKR5
NR_045217.1	GS1-24F4.2
NM_005218.3	DEFB1
NM_001926.3	DEFA6
NM_001925.2	DEFA4
NR_073407.1	DEFA8P
NR_073408.1	DEFA9P
NR_029386.1	DEFA10P
NM_004084.3	DEFA1
NR_036686.1	DEFT1P
NM_001302265.1	DEFA1B
NM_001042500.1	DEFA1B
NR_036687.1	DEFT1P2
NM_005217.3	DEFA3
NR_073421.2	DEFA11P
NM_021010.2	DEFA5
NR_027000.1	LINC00965
NR_027423.1	FAM66B
NR_003668.2	DEFB109P1B
NM_001256873.1	USP17L1
NM_001256874.1	USP17L4
NM_001164457.1	ZNF705G
NM_001205266.1	DEFB4B
NM_018661.4	DEFB103B
NM_058200.2	SPAG11B
NM_058202.2	SPAG11B
NM_058206.3	SPAG11B
NM_058207.2	SPAG11B
NM_016512.3	SPAG11B
NM_058201.2	SPAG11B
NM_058203.2	SPAG11B
NM_001040702.1	DEFB104B
NM_001040704.1	DEFB106B
NM_001040703.2	DEFB105B
NM_001040705.1	DEFB107B
NM_001282479.1	PRR23D1
NR_046343.1	FAM90A7P
NR_046351.1	FAM90A10P
NM_001282478.1	PRR23D2
NM_001037668.1	DEFB107A
NM_152250.2	DEFB105A
NM_152251.3	DEFB106A
NM_080389.2	DEFB104A
NM_001081552.2	SPAG11A
NM_001081551.3	DEFB103A
NM_004942.3	DEFB4A
NM_001193630.1	ZNF705B
NR_027424.1	FAM66E
NM_001256872.1	USP17L8
NM_001256871.1	USP17L3
NR_031689.1	MIR548I3
NR_024362.1	FAM86B3P
NR_024363.1	FAM86B3P
NR_024361.1	FAM86B3P
NM_001080826.2	PRAG1
NM_194284.2	CLDN23
NM_004225.2	MFHAS1
NM_153332.3	ERI1
NR_039804.1	MIR4660
NM_024607.3	PPP1R3B
NM_001201329.1	PPP1R3B
NR_125431.1	LOC101929128
NR_040039.1	LOC157273
NM_003747.2	TNKS
NR_030327.1	MIR597
NR_024281.1	LINC00599
NR_029668.1	MIR124-1
NM_001135670.2	MSRA
NM_012331.4	MSRA
NM_001135671.2	MSRA
NM_001199729.2	MSRA
NR_120604.1	LINCR-0001
NM_198464.3	PRSS55
NM_001197020.1	PRSS55
NM_178857.5	RP1L1
NR_036248.1	MIR4286
NM_001040032.1	C8orf74
NM_031439.3	SOX7
NM_017884.5	PINX1
NM_001284356.1	PINX1
NR_031711.1	MIR1322
NR_125432.1	LOC101929229
NM_173683.3	XKR6
NR_030328.1	MIR598
NR_134308.1	LOC101929269
NR_138152.1	XKR6
NR_138154.1	XKR6
NR_138153.1	XKR6
NM_015458.3	MTMR9
NM_054028.1	SLC35G5
NR_001578.1	TDH
NR_026814.1	FAM167A-AS1
NM_053279.2	FAM167A
NM_001330465.1	BLK
NM_001715.2	BLK
NR_040035.1	LINC00208
NM_001308094.1	GATA4
NM_002052.4	GATA4
NR_132779.1	SNORA99
NM_001308093.1	GATA4
NR_103552.1	C8orf49
NM_001135747.1	NEIL2
NM_001135746.1	NEIL2
NM_001135748.1	NEIL2
NM_145043.2	NEIL2
NM_001287744.1	FDFT1
NM_001287743.1	FDFT1
NM_001287742.1	FDFT1
NM_001287756.1	FDFT1
NM_004462.4	FDFT1
NM_001287745.1	FDFT1
NM_001287747.1	FDFT1
NM_001287748.1	FDFT1
NM_001287749.1	FDFT1
NM_001287750.1	FDFT1
NM_001287751.1	FDFT1
NM_147780.3	CTSB
NM_147782.3	CTSB
NM_001317237.1	CTSB
NM_147781.3	CTSB
NM_147783.3	CTSB
NM_001908.4	CTSB
NM_001033018.2	DEFB136
NM_001033017.2	DEFB135
NM_001302695.1	DEFB134
NM_001195257.1	LOC100133267
NM_001039615.3	ZNF705D
NR_027425.1	FAM66D
NR_003275.2	LOC392196
NM_001256869.1	USP17L7
NM_201402.2	USP17L2
NR_046354.1	FAM90A2P
NM_001083537.1	FAM86B1
NR_003494.1	FAM86B1
NM_001037804.1	DEFB130
NR_026789.1	FAM66A
NR_046415.1	LOC649352
NR_024044.2	DEFB109P1
NR_073395.1	FAM90A25P
NM_001137610.1	FAM86B2
NR_040091.1	LOC100506990
NR_040092.1	LOC100506990
NR_047662.2	LOC729732
NR_049876.1	MIR5692A2
NM_152271.4	LONRF1
NR_138255.1	LONRF1
NM_001329976.1	LONRF1
NR_138256.1	LONRF1
NR_037492.1	MIR3926-1
NR_037495.1	MIR3926-2
NR_015383.1	LOC340357
NR_102423.1	LINC00681
NM_020844.2	KIAA1456
NM_001099677.1	KIAA1456
NM_001164271.1	DLC1
NM_006094.4	DLC1
NM_001348084.1	DLC1
NM_001316668.1	DLC1
NM_001348083.1	DLC1
NM_182643.2	DLC1
NM_001348081.1	DLC1
NM_001348082.1	DLC1
NM_024767.3	DLC1
NM_001007090.2	C8orf48
NR_134450.1	LOC102725080
NM_139167.3	SGCZ
NM_001322880.1	SGCZ
NM_001322879.1	SGCZ
NM_001322881.1	SGCZ
NR_029875.1	MIR383
NM_178234.2	TUSC3
NM_006765.3	TUSC3
NM_138715.2	MSR1
NM_138716.2	MSR1
NM_002445.3	MSR1
NM_019851.2	FGF20
NM_181723.2	MICU3
NM_016353.4	ZDHHC2
NM_001322092.1	CNOT7
NM_001322097.1	CNOT7
NM_001322091.1	CNOT7
NM_001322090.1	CNOT7
NM_001322096.1	CNOT7
NM_001322095.1	CNOT7
NM_001322093.1	CNOT7
NM_013354.6	CNOT7
NM_001322094.1	CNOT7
NM_001322089.1	CNOT7
NM_001322100.1	CNOT7
NM_001322088.1	CNOT7
NM_001322087.1	CNOT7
NM_001322099.1	CNOT7
NM_001322098.1	CNOT7
NM_054026.3	CNOT7
NM_001145152.1	VPS37A
NM_152415.2	VPS37A
NM_004686.4	MTMR7
NM_001008539.3	SLC7A2
NM_003046.5	SLC7A2
NM_001164771.1	SLC7A2
NM_006207.2	PDGFRL
NM_001330470.1	MTUS1
NM_020749.4	MTUS1
NM_001001931.2	MTUS1
NM_001166393.1	MTUS1
NM_001001924.2	MTUS1
NM_001001925.2	MTUS1
NR_036103.1	MIR548V
NM_201553.1	FGL1
NM_147203.2	FGL1
NM_201552.1	FGL1
NM_004467.3	FGL1
NM_001315507.1	PCM1
NM_006197.3	PCM1
NM_001315508.1	PCM1
NM_177924.4	ASAH1
NM_001127505.2	ASAH1
NM_004315.5	ASAH1
NR_125430.1	LOC101929066
NR_125429.1	LOC101929066
NM_001160179.2	NAT1
NM_001291962.1	NAT1
NM_000662.7	NAT1
NM_001160176.3	NAT1
NM_001160171.3	NAT1
NM_001160173.3	NAT1
NM_001160175.3	NAT1
NM_001160172.3	NAT1
NM_001160170.3	NAT1
NM_001160174.2	NAT1
NM_000015.2	NAT2
NM_206909.2	PSD3
NM_015310.3	PSD3
NR_038919.1	LOC100128993
NM_001174160.1	SH2D4A
NM_022071.3	SH2D4A
NM_001174159.1	SH2D4A
NM_001130518.1	CSGALNACT1
NM_018371.4	CSGALNACT1
NR_024040.1	CSGALNACT1
NM_018142.2	INTS10
NM_000237.2	LPL
NM_001135691.2	SLC18A1
NM_001142325.1	SLC18A1
NM_001142324.1	SLC18A1
NM_003053.3	SLC18A1
NM_001693.3	ATP6V1B2
NM_021020.3	LZTS1
NR_047509.1	LZTS1-AS1
NR_130773.1	LOC102467222
NR_130774.1	LOC102467222
NR_033894.1	LINC02153
NR_104677.1	LOC101929172
NM_001495.4	GFRA2
NM_001165038.1	GFRA2
NM_001165039.1	GFRA2
NM_003974.3	DOK2
NM_201349.2	DOK2
NM_001317800.1	DOK2
NM_015024.4	XPO7
NM_001286680.1	NPM2
NM_001286681.1	NPM2
NM_182795.1	NPM2
NM_001304478.1	FGF17
NM_003867.3	FGF17
NM_001323382.1	DMTN
NM_001323397.1	DMTN
NM_001114137.3	DMTN
NM_001323399.1	DMTN
NM_001323388.1	DMTN
NM_001323393.1	DMTN
NM_001323390.1	DMTN
NM_001323383.1	DMTN
NM_001114136.2	DMTN
NM_001323398.1	DMTN
NM_001302817.2	DMTN
NM_001114139.3	DMTN
NM_001323391.1	DMTN
NM_001323389.1	DMTN
